DateRec	Name_No_Spaces	Project_No_Spaces	UFID_No_Spaces
20160331	V_2130309_Plate5_A01	MAB_BRA	2130309
20160331	V_2130326_Plate5_B01	MAB_BRA	2130326
20160331	V_2130336_Plate5_C01	MAB_BRA	2130336
20160331	V_2130350_Plate5_D01	MAB_BRA	2130350
20160331	V_2130352_Plate5_E01	MAB_BRA	2130352
20160331	V_2130356_Plate5_F01	MAB_BRA	2130356
20160331	V_2130358_Plate5_G01	MAB_BRA	2130358
20160331	V_3109369_Plate5_H01	MAB_BRA	3109369
20160331	V_3119025_Plate5_A02	MAB_BRA	3119025
20160331	V_3130004_Plate5_B02	MAB_BRA	3130004
20160331	V_3130012_Plate5_C02	MAB_BRA	3130012
20160331	V_3130014_Plate5_D02	MAB_BRA	3130014
20160331	V_3130020_Plate5_E02	MAB_BRA	3130020
20160331	V_3130025_Plate5_F02	MAB_BRA	3130025
20160331	V_3130027_Plate5_G02	MAB_BRA	3130027
20160331	V_3130029_Plate5_H02	MAB_BRA	3130029
20160331	V_3130030_Plate5_A03	MAB_BRA	3130030
20160331	V_3130031_Plate5_B03	MAB_BRA	3130031
20160331	V_3130041_Plate5_C03	MAB_BRA	3130041
20160331	V_3130045_Plate5_D03	MAB_BRA	3130045
20160331	V_3130050_Plate5_E03	MAB_BRA	3130050
20160331	V_3130051_Plate5_F03	MAB_BRA	3130051
20160331	V_3130059_Plate5_G03	MAB_BRA	3130059
20160331	V_3130060_Plate5_H03	MAB_BRA	3130060
20160331	V_3130061_Plate5_A04	MAB_BRA	3130061
20160331	V_3130067_Plate5_B04	MAB_BRA	3130067
20160331	V_3130068_Plate5_C04	MAB_BRA	3130068
20160331	V_3130069_Plate5_D04	MAB_BRA	3130069
20160331	V_3130071_Plate5_E04	MAB_BRA	3130071
20160331	V_3130078_Plate5_F04	MAB_BRA	3130078
20160331	V_3130079_Plate5_G04	MAB_BRA	3130079
20160331	V_3130085_Plate5_H04	MAB_BRA	3130085
20160331	V_3130092_Plate5_A05	MAB_BRA	3130092
20160331	V_3130096_Plate5_B05	MAB_BRA	3130096
20160331	V_3130099_Plate5_C05	MAB_BRA	3130099
20160331	V_3130100_Plate5_D05	MAB_BRA	3130100
20160331	V_3130102_Plate5_E05	MAB_BRA	3130102
20160331	V_3130103_Plate5_F05	MAB_BRA	3130103
20160331	V_3130104_Plate5_G05	MAB_BRA	3130104
20160331	V_3130106_Plate5_H05	MAB_BRA	3130106
20160331	V_3130107_Plate5_A06	MAB_BRA	3130107
20160331	V_3130111_Plate5_B06	MAB_BRA	3130111
20160331	V_3130114_Plate5_C06	MAB_BRA	3130114
20160331	V_3130115_Plate5_D06	MAB_BRA	3130115
20160331	V_3130116_Plate5_E06	MAB_BRA	3130116
20160331	V_3130118_Plate5_F06	MAB_BRA	3130118
20160331	V_3130120_Plate5_G06	MAB_BRA	3130120
20160331	V_3130124_Plate5_H06	MAB_BRA	3130124
20160331	V_3130128_Plate5_A07	MAB_BRA	3130128
20160331	V_3130131_Plate5_B07	MAB_BRA	3130131
20160331	V_3130138_Plate5_C07	MAB_BRA	3130138
20160331	V_3130139_Plate5_D07	MAB_BRA	3130139
20160331	V_3130142_Plate5_E07	MAB_BRA	3130142
20160331	V_3130147_Plate5_F07	MAB_BRA	3130147
20160331	V_3130150_Plate5_G07	MAB_BRA	3130150
20160331	V_3130154_Plate5_H07	MAB_BRA	3130154
20160331	V_3130157_Plate5_A08	MAB_BRA	3130157
20160331	V_3130162_Plate5_B08	MAB_BRA	3130162
20160331	V_3130163_Plate5_C08	MAB_BRA	3130163
20160331	V_3130165_Plate5_D08	MAB_BRA	3130165
20160331	V_3130170_Plate5_E08	MAB_BRA	3130170
20160331	V_3130181_Plate5_F08	MAB_BRA	3130181
20160331	V_3130182_Plate5_G08	MAB_BRA	3130182
20160331	V_3130187_Plate5_H08	MAB_BRA	3130187
20160331	V_3130192_Plate5_A09	MAB_BRA	3130192
20160331	V_3130193_Plate5_B09	MAB_BRA	3130193
20160331	V_3130194_Plate5_C09	MAB_BRA	3130194
20160331	V_3130197_Plate5_D09	MAB_BRA	3130197
20160331	V_3130204_Plate5_E09	MAB_BRA	3130204
20160331	V_3130208_Plate5_F09	MAB_BRA	3130208
20160331	V_3130212_Plate5_G09	MAB_BRA	3130212
20160331	V_3130213_Plate5_H09	MAB_BRA	3130213
20160331	V_3130216_Plate5_A10	MAB_BRA	3130216
20160331	V_3130219_Plate5_B10	MAB_BRA	3130219
20160331	V_3130221_Plate5_C10	MAB_BRA	3130221
20160331	V_3130223_Plate5_D10	MAB_BRA	3130223
20160331	V_3130226_Plate5_E10	MAB_BRA	3130226
20160331	V_3130229_Plate5_F10	MAB_BRA	3130229
20160331	V_3130240_Plate5_G10	MAB_BRA	3130240
20160331	V_3130243_Plate5_H10	MAB_BRA	3130243
20160331	V_3130244_Plate5_A11	MAB_BRA	3130244
20160331	V_3130246_Plate5_B11	MAB_BRA	3130246
20160331	V_3130247_Plate5_C11	MAB_BRA	3130247
20160331	V_3130251_Plate5_D11	MAB_BRA	3130251
20160331	V_3130257_Plate5_E11	MAB_BRA	3130257
20160331	V_3130261_Plate5_F11	MAB_BRA	3130261
20160331	V_3130264_Plate5_G11	MAB_BRA	3130264
20160331	V_3130265_Plate5_H11	MAB_BRA	3130265
20160331	V_3130269_Plate5_A12	MAB_BRA	3130269
20160331	V_3130271_Plate5_B12	MAB_BRA	3130271
20160331	V_3130272_Plate5_C12	MAB_BRA	3130272
20160331	V_3130274_Plate5_D12	MAB_BRA	3130274
20160331	V_3130276_Plate5_E12	MAB_BRA	3130276
20160331	V_3130282_Plate5_F12	MAB_BRA	3130282
20160331	V_2140320_Plate5_G12	MAB_BRA	2140320
20160331	V_2140322_Plate5_H12	MAB_BRA	2140322
20160331	V_2140325_Plate6_A01	MAB_BRA	2140325
20160331	V_2140339_Plate6_B01	MAB_BRA	2140339
20160331	V_2140342_Plate6_C01	MAB_BRA	2140342
20160331	V_3090067_Plate6_D01	MAB_BRA	3090067
20160331	V_3110021_Plate6_E01	MAB_BRA	3110021
20160331	V_3140007_Plate6_F01	MAB_BRA	3140007
20160331	V_3140008_Plate6_G01	MAB_BRA	3140008
20160331	V_3140009_Plate6_H01	MAB_BRA	3140009
20160331	V_3140015_Plate6_A02	MAB_BRA	3140015
20160331	V_3140017_Plate6_B02	MAB_BRA	3140017
20160331	V_3140018_Plate6_C02	MAB_BRA	3140018
20160331	V_3140019_Plate6_D02	MAB_BRA	3140019
20160331	V_3140020_Plate6_E02	MAB_BRA	3140020
20160331	V_3140022_Plate6_F02	MAB_BRA	3140022
20160331	V_3140026_Plate6_G02	MAB_BRA	3140026
20160331	V_3140030_Plate6_H02	MAB_BRA	3140030
20160331	V_3140033_Plate6_A03	MAB_BRA	3140033
20160331	V_3140037_Plate6_B03	MAB_BRA	3140037
20160331	V_3140046_Plate6_C03	MAB_BRA	3140046
20160331	V_3140047_Plate6_D03	MAB_BRA	3140047
20160331	V_3140050_Plate6_E03	MAB_BRA	3140050
20160331	V_3140053_Plate6_F03	MAB_BRA	3140053
20160331	V_3140058_Plate6_G03	MAB_BRA	3140058
20160331	V_3140066_Plate6_H03	MAB_BRA	3140066
20160331	V_3140067_Plate6_A04	MAB_BRA	3140067
20160331	V_3140070_Plate6_B04	MAB_BRA	3140070
20160331	V_3140072_Plate6_C04	MAB_BRA	3140072
20160331	V_3140074_Plate6_D04	MAB_BRA	3140074
20160331	V_3140075_Plate6_E04	MAB_BRA	3140075
20160331	V_3140078_Plate6_F04	MAB_BRA	3140078
20160331	V_3140079_Plate6_G04	MAB_BRA	3140079
20160331	V_3140080_Plate6_H04	MAB_BRA	3140080
20160331	V_3140081_Plate6_A05	MAB_BRA	3140081
20160331	V_3140083_Plate6_B05	MAB_BRA	3140083
20160331	V_3140089_Plate6_C05	MAB_BRA	3140089
20160331	V_3140094_Plate6_D05	MAB_BRA	3140094
20160331	V_3140097_Plate6_E05	MAB_BRA	3140097
20160331	V_3140107_Plate6_F05	MAB_BRA	3140107
20160331	V_3140112_Plate6_G05	MAB_BRA	3140112
20160331	V_3140113_Plate6_H05	MAB_BRA	3140113
20160331	V_3140120_Plate6_A06	MAB_BRA	3140120
20160331	V_3140121_Plate6_B06	MAB_BRA	3140121
20160331	V_3140127_Plate6_C06	MAB_BRA	3140127
20160331	V_3140129_Plate6_D06	MAB_BRA	3140129
20160331	V_3140132_Plate6_E06	MAB_BRA	3140132
20160331	V_3140133_Plate6_F06	MAB_BRA	3140133
20160331	V_3140134_Plate6_G06	MAB_BRA	3140134
20160331	V_3140136_Plate6_H06	MAB_BRA	3140136
20160331	V_3140139_Plate6_A07	MAB_BRA	3140139
20160331	V_3140145_Plate6_B07	MAB_BRA	3140145
20160331	V_3140146_Plate6_C07	MAB_BRA	3140146
20160331	V_3140149_Plate6_D07	MAB_BRA	3140149
20160331	V_3140151_Plate6_E07	MAB_BRA	3140151
20160331	V_3140153_Plate6_F07	MAB_BRA	3140153
20160331	V_3140154_Plate6_G07	MAB_BRA	3140154
20160331	V_3140156_Plate6_H07	MAB_BRA	3140156
20160331	V_3140159_Plate6_A08	MAB_BRA	3140159
20160331	V_3140160_Plate6_B08	MAB_BRA	3140160
20160331	V_3140161_Plate6_C08	MAB_BRA	3140161
20160331	V_3140162_Plate6_D08	MAB_BRA	3140162
20160331	V_3140164_Plate6_E08	MAB_BRA	3140164
20160331	V_3140168_Plate6_F08	MAB_BRA	3140168
20160331	V_3140170_Plate6_G08	MAB_BRA	3140170
20160331	V_3140172_Plate6_H08	MAB_BRA	3140172
20160331	V_3140173_Plate6_A09	MAB_BRA	3140173
20160331	V_3140177_Plate6_B09	MAB_BRA	3140177
20160331	V_3140178_Plate6_C09	MAB_BRA	3140178
20160331	V_3140180_Plate6_D09	MAB_BRA	3140180
20160331	V_3140182_Plate6_E09	MAB_BRA	3140182
20160331	V_3140184_Plate6_F09	MAB_BRA	3140184
20160331	V_3140188_Plate6_G09	MAB_BRA	3140188
20160331	V_3140189_Plate6_H09	MAB_BRA	3140189
20160331	V_3140192_Plate6_A10	MAB_BRA	3140192
20160331	V_3140194_Plate6_B10	MAB_BRA	3140194
20160331	V_3140198_Plate6_C10	MAB_BRA	3140198
20160331	V_3140202_Plate6_D10	MAB_BRA	3140202
20160331	V_3140203_Plate6_E10	MAB_BRA	3140203
20160331	V_3140206_Plate6_F10	MAB_BRA	3140206
20160331	V_3140207_Plate6_G10	MAB_BRA	3140207
20160331	V_3140208_Plate6_H10	MAB_BRA	3140208
20160331	V_3140209_Plate6_A11	MAB_BRA	3140209
20160331	V_3140210_Plate6_B11	MAB_BRA	3140210
20160331	V_3140211_Plate6_C11	MAB_BRA	3140211
20160331	V_3140213_Plate6_D11	MAB_BRA	3140213
20160331	V_3140214_Plate6_E11	MAB_BRA	3140214
20160331	V_3140219_Plate6_F11	MAB_BRA	3140219
20160331	V_3140221_Plate6_G11	MAB_BRA	3140221
20160331	V_3140229_Plate6_H11	MAB_BRA	3140229
20160331	V_3140231_Plate6_A12	MAB_BRA	3140231
20160331	V_3140234_Plate6_B12	MAB_BRA	3140234
20160331	V_3140240_Plate6_C12	MAB_BRA	3140240
20160331	V_3140244_Plate6_D12	MAB_BRA	3140244
20160331	V_2150322_Plate6_E12	MAB_BRA	2150322
20160331	V_2150329_Plate6_F12	MAB_BRA	2150329
20160331	V_2150331_Plate6_G12	MAB_BRA	2150331
20160331	V_2150345_Plate6_H12	MAB_BRA	2150345
20160401	3060066	MAB_BRA	3060066
20160401	3060076	MAB_BRA	3060076
20160401	3060134	MAB_BRA	3060134
20160401	3070001	MAB_BRA	3070001
20160401	3070002	MAB_BRA	3070002
20160401	3070004	MAB_BRA	3070004
20160401	3070008	MAB_BRA	3070008
20160401	3070010	MAB_BRA	3070010
20160401	3070011	MAB_BRA	3070011
20160401	3070014	MAB_BRA	3070014
20160401	3070025	MAB_BRA	3070025
20160401	3070030	MAB_BRA	3070030
20160401	3070038	MAB_BRA	3070038
20160401	3070039	MAB_BRA	3070039
20160401	3070053	MAB_BRA	3070053
20160401	3070055	MAB_BRA	3070055
20160401	3070057	MAB_BRA	3070057
20160401	3070060	MAB_BRA	3070060
20160401	3070064	MAB_BRA	3070064
20160401	3070065	MAB_BRA	3070065
20160401	3070068	MAB_BRA	3070068
20160401	3070069	MAB_BRA	3070069
20160401	3070073	MAB_BRA	3070073
20160401	3070074	MAB_BRA	3070074
20160401	3070077	MAB_BRA	3070077
20160401	3070083	MAB_BRA	3070083
20160401	3070084	MAB_BRA	3070084
20160401	3070088	MAB_BRA	3070088
20160401	3070090	MAB_BRA	3070090
20160401	3070092	MAB_BRA	3070092
20160401	3070094	MAB_BRA	3070094
20160401	3070095	MAB_BRA	3070095
20160401	3070097	MAB_BRA	3070097
20160401	3070099	MAB_BRA	3070099
20160401	3070102	MAB_BRA	3070102
20160401	3070105	MAB_BRA	3070105
20160401	3070111	MAB_BRA	3070111
20160401	3070113	MAB_BRA	3070113
20160401	3070115	MAB_BRA	3070115
20160401	3070122	MAB_BRA	3070122
20160401	3070126	MAB_BRA	3070126
20160401	3070127	MAB_BRA	3070127
20160401	3070134	MAB_BRA	3070134
20160401	3070136	MAB_BRA	3070136
20160401	3070138	MAB_BRA	3070138
20160401	3070139	MAB_BRA	3070139
20160401	3070141	MAB_BRA	3070141
20160401	3070143	MAB_BRA	3070143
20160401	3070144	MAB_BRA	3070144
20160401	3070145	MAB_BRA	3070145
20160401	3070147	MAB_BRA	3070147
20160401	3070148	MAB_BRA	3070148
20160401	3070149	MAB_BRA	3070149
20160401	3070150	MAB_BRA	3070150
20160401	3070152	MAB_BRA	3070152
20160401	3070157	MAB_BRA	3070157
20160401	3070159	MAB_BRA	3070159
20160401	3070166	MAB_BRA	3070166
20160401	3070167	MAB_BRA	3070167
20160401	3070169	MAB_BRA	3070169
20160401	3070171	MAB_BRA	3070171
20160401	3070172	MAB_BRA	3070172
20160401	3070173	MAB_BRA	3070173
20160401	3070175	MAB_BRA	3070175
20160401	3070176	MAB_BRA	3070176
20160401	3070177	MAB_BRA	3070177
20160401	3070178	MAB_BRA	3070178
20160401	3070181	MAB_BRA	3070181
20160401	3070183	MAB_BRA	3070183
20160401	3070186	MAB_BRA	3070186
20160401	3070192	MAB_BRA	3070192
20160401	3070193	MAB_BRA	3070193
20160401	3070194	MAB_BRA	3070194
20160401	3070199	MAB_BRA	3070199
20160401	3070205	MAB_BRA	3070205
20160401	3070206	MAB_BRA	3070206
20160401	3070207	MAB_BRA	3070207
20160401	3070210	MAB_BRA	3070210
20160401	3070212	MAB_BRA	3070212
20160401	3070213	MAB_BRA	3070213
20160401	3070216	MAB_BRA	3070216
20160401	3070218	MAB_BRA	3070218
20160401	3070219	MAB_BRA	3070219
20160401	3070225	MAB_BRA	3070225
20160401	3090001	MAB_BRA	3090001
20160401	3090002	MAB_BRA	3090002
20160401	3090005	MAB_BRA	3090005
20160401	3090010	MAB_BRA	3090010
20160401	3090014	MAB_BRA	3090014
20160401	3090015	MAB_BRA	3090015
20160401	3090019	MAB_BRA	3090019
20160401	3090024	MAB_BRA	3090024
20160401	3090025	MAB_BRA	3090025
20160401	3090026	MAB_BRA	3090026
20160401	3090027	MAB_BRA	3090027
20160401	3090028	MAB_BRA	3090028
20160401	3090029	MAB_BRA	3090029
20160401	3090030	MAB_BRA	3090030
20160401	3090034	MAB_BRA	3090034
20160401	3090047	MAB_BRA	3090047
20160401	3090050	MAB_BRA	3090050
20160401	3090051	MAB_BRA	3090051
20160401	3090057	MAB_BRA	3090057
20160401	3090058	MAB_BRA	3090058
20160401	3090059	MAB_BRA	3090059
20160401	3090062	MAB_BRA	3090062
20160401	3090064	MAB_BRA	3090064
20160401	3090068	MAB_BRA	3090068
20160401	3090071	MAB_BRA	3090071
20160401	3090075	MAB_BRA	3090075
20160401	3090078	MAB_BRA	3090078
20160401	3090080	MAB_BRA	3090080
20160401	3090083	MAB_BRA	3090083
20160401	3090088	MAB_BRA	3090088
20160401	3090099	MAB_BRA	3090099
20160401	3090100	MAB_BRA	3090100
20160401	3090102	MAB_BRA	3090102
20160401	3090103	MAB_BRA	3090103
20160401	3090107	MAB_BRA	3090107
20160401	3090108	MAB_BRA	3090108
20160401	3090109	MAB_BRA	3090109
20160401	3090111	MAB_BRA	3090111
20160401	3090113	MAB_BRA	3090113
20160401	3090114	MAB_BRA	3090114
20160401	3090117	MAB_BRA	3090117
20160401	3090118	MAB_BRA	3090118
20160401	3090120	MAB_BRA	3090120
20160401	3090122	MAB_BRA	3090122
20160401	3090125	MAB_BRA	3090125
20160401	3090130	MAB_BRA	3090130
20160401	3090131	MAB_BRA	3090131
20160401	3090135	MAB_BRA	3090135
20160401	3090139	MAB_BRA	3090139
20160401	3090141	MAB_BRA	3090141
20160401	3090148	MAB_BRA	3090148
20160401	3090149	MAB_BRA	3090149
20160401	3090151	MAB_BRA	3090151
20160401	3090165	MAB_BRA	3090165
20160401	3090172	MAB_BRA	3090172
20160401	3090174	MAB_BRA	3090174
20160401	3090184	MAB_BRA	3090184
20160401	3090185	MAB_BRA	3090185
20160401	3090189	MAB_BRA	3090189
20160401	3090191	MAB_BRA	3090191
20160401	3090193	MAB_BRA	3090193
20160401	3090197	MAB_BRA	3090197
20160401	3090199	MAB_BRA	3090199
20160401	3090212	MAB_BRA	3090212
20160401	3090215	MAB_BRA	3090215
20160401	3090218	MAB_BRA	3090218
20160401	3090221	MAB_BRA	3090221
20160401	3090222	MAB_BRA	3090222
20160401	3090234	MAB_BRA	3090234
20160401	3100002	MAB_BRA	3100002
20160401	3100005	MAB_BRA	3100005
20160401	3100010	MAB_BRA	3100010
20160401	3100013	MAB_BRA	3100013
20160401	3100015	MAB_BRA	3100015
20160401	3100016	MAB_BRA	3100016
20160401	3100018	MAB_BRA	3100018
20160401	3100020	MAB_BRA	3100020
20160401	3100021	MAB_BRA	3100021
20160401	3100022	MAB_BRA	3100022
20160401	3100023	MAB_BRA	3100023
20160401	3100026	MAB_BRA	3100026
20160401	3100031	MAB_BRA	3100031
20160401	3100032	MAB_BRA	3100032
20160401	3100035	MAB_BRA	3100035
20160401	3100038	MAB_BRA	3100038
20160401	3100040	MAB_BRA	3100040
20160401	3100045	MAB_BRA	3100045
20160401	3100046	MAB_BRA	3100046
20160401	3100049	MAB_BRA	3100049
20160401	3100050	MAB_BRA	3100050
20160401	3100055	MAB_BRA	3100055
20160401	3100060	MAB_BRA	3100060
20160401	3100063	MAB_BRA	3100063
20160401	3100068	MAB_BRA	3100068
20160401	3100071	MAB_BRA	3100071
20160401	3100073	MAB_BRA	3100073
20160401	3100074	MAB_BRA	3100074
20160401	3100078	MAB_BRA	3100078
20160401	3100080	MAB_BRA	3100080
20160401	3100081	MAB_BRA	3100081
20160401	3100084	MAB_BRA	3100084
20160401	3100090	MAB_BRA	3100090
20160401	3100094	MAB_BRA	3100094
20160401	3100095	MAB_BRA	3100095
20160401	3100096	MAB_BRA	3100096
20160401	3100097	MAB_BRA	3100097
20160401	3100098	MAB_BRA	3100098
20160401	3100100	MAB_BRA	3100100
20160401	3100101	MAB_BRA	3100101
20160401	3100105	MAB_BRA	3100105
20160401	3100106	MAB_BRA	3100106
20160401	3100111	MAB_BRA	3100111
20160401	3100114	MAB_BRA	3100114
20160401	3100115	MAB_BRA	3100115
20160401	3100116	MAB_BRA	3100116
20160401	3100119	MAB_BRA	3100119
20160401	3100124	MAB_BRA	3100124
20160401	3100125	MAB_BRA	3100125
20160401	3100129	MAB_BRA	3100129
20160401	3100130	MAB_BRA	3100130
20160401	3100135	MAB_BRA	3100135
20160401	3100138	MAB_BRA	3100138
20160401	3100143	MAB_BRA	3100143
20160401	3100146	MAB_BRA	3100146
20160401	3100148	MAB_BRA	3100148
20160401	3100150	MAB_BRA	3100150
20160401	3100153	MAB_BRA	3100153
20160401	3100154	MAB_BRA	3100154
20160401	3100157	MAB_BRA	3100157
20160401	3100159	MAB_BRA	3100159
20160401	3100164	MAB_BRA	3100164
20160401	3100165	MAB_BRA	3100165
20160401	3100166	MAB_BRA	3100166
20160401	3100167	MAB_BRA	3100167
20160401	3100168	MAB_BRA	3100168
20160401	3100170	MAB_BRA	3100170
20160401	3100176	MAB_BRA	3100176
20160401	3100187	MAB_BRA	3100187
20160401	3100188	MAB_BRA	3100188
20160401	3100193	MAB_BRA	3100193
20160401	3100197	MAB_BRA	3100197
20160401	3100198	MAB_BRA	3100198
20160401	3100202	MAB_BRA	3100202
20160401	3100203	MAB_BRA	3100203
20160401	3100205	MAB_BRA	3100205
20160401	3100210	MAB_BRA	3100210
20160401	3100211	MAB_BRA	3100211
20160401	3100212	MAB_BRA	3100212
20160401	3100213	MAB_BRA	3100213
20160401	3100222	MAB_BRA	3100222
20160401	3100223	MAB_BRA	3100223
20160401	3100231	MAB_BRA	3100231
20160401	3100236	MAB_BRA	3100236
20160401	3100237	MAB_BRA	3100237
20160401	3100238	MAB_BRA	3100238
20160401	3100240	MAB_BRA	3100240
20160401	3100241	MAB_BRA	3100241
20160401	3100246	MAB_BRA	3100246
20160401	3100247	MAB_BRA	3100247
20160401	3110017	MAB_BRA	3110017
20160401	3110023	MAB_BRA	3110023
20160401	3110027	MAB_BRA	3110027
20160401	3110032	MAB_BRA	3110032
20160401	3110034	MAB_BRA	3110034
20160401	3110035	MAB_BRA	3110035
20160401	3110036	MAB_BRA	3110036
20160401	3110045	MAB_BRA	3110045
20160401	3110051	MAB_BRA	3110051
20160401	3110052	MAB_BRA	3110052
20160401	3110057	MAB_BRA	3110057
20160401	3110060	MAB_BRA	3110060
20160401	3110070	MAB_BRA	3110070
20160401	3110073	MAB_BRA	3110073
20160401	3110092	MAB_BRA	3110092
20160401	3110096	MAB_BRA	3110096
20160401	3110101	MAB_BRA	3110101
20160401	3110107	MAB_BRA	3110107
20160401	3110108	MAB_BRA	3110108
20160401	3110109	MAB_BRA	3110109
20160401	3110110	MAB_BRA	3110110
20160401	3110120	MAB_BRA	3110120
20160401	3110133	MAB_BRA	3110133
20160401	3110136	MAB_BRA	3110136
20160401	3110140	MAB_BRA	3110140
20160401	3110145	MAB_BRA	3110145
20160401	3110149	MAB_BRA	3110149
20160401	3110170	MAB_BRA	3110170
20160401	3110175	MAB_BRA	3110175
20160401	3110183	MAB_BRA	3110183
20160401	3110185	MAB_BRA	3110185
20160401	3110187	MAB_BRA	3110187
20160401	3110189	MAB_BRA	3110189
20160401	3110196	MAB_BRA	3110196
20160401	3110198	MAB_BRA	3110198
20160401	3110212	MAB_BRA	3110212
20160401	2120022	MAB_BRA	2120022
20160401	2120025	MAB_BRA	2120025
20160401	2120031	MAB_BRA	2120031
20160401	2120046	MAB_BRA	2120046
20160401	2120053	MAB_BRA	2120053
20160401	2120054	MAB_BRA	2120054
20160401	2120056	MAB_BRA	2120056
20160401	2120063	MAB_BRA	2120063
20160401	2120064	MAB_BRA	2120064
20160407	2150346	MAB_BRA	2150346
20160407	2150347	MAB_BRA	2150347
20160407	2150363	MAB_BRA	2150363
20160407	2150365	MAB_BRA	2150365
20160407	2150366	MAB_BRA	2150366
20160407	3150001	MAB_BRA	3150001
20160407	3150004	MAB_BRA	3150004
20160407	3150009	MAB_BRA	3150009
20160407	3150010	MAB_BRA	3150010
20160407	3150016	MAB_BRA	3150016
20160407	3150020	MAB_BRA	3150020
20160407	3150022	MAB_BRA	3150022
20160407	3150029	MAB_BRA	3150029
20160407	3150034	MAB_BRA	3150034
20160407	3150037	MAB_BRA	3150037
20160407	3150045	MAB_BRA	3150045
20160407	3150051	MAB_BRA	3150051
20160407	3150052	MAB_BRA	3150052
20160407	3150053	MAB_BRA	3150053
20160407	3150054	MAB_BRA	3150054
20160407	3150055	MAB_BRA	3150055
20160407	3150059	MAB_BRA	3150059
20160407	3150060	MAB_BRA	3150060
20160407	3150062	MAB_BRA	3150062
20160407	3150064	MAB_BRA	3150064
20160407	3150073	MAB_BRA	3150073
20160407	3150074	MAB_BRA	3150074
20160407	3150080	MAB_BRA	3150080
20160407	3150082	MAB_BRA	3150082
20160407	3150086	MAB_BRA	3150086
20160407	3150087	MAB_BRA	3150087
20160407	3150091	MAB_BRA	3150091
20160407	3150094	MAB_BRA	3150094
20160407	3150096	MAB_BRA	3150096
20160407	3150097	MAB_BRA	3150097
20160407	3150098	MAB_BRA	3150098
20160407	3150100	MAB_BRA	3150100
20160407	3150104	MAB_BRA	3150104
20160407	3150106	MAB_BRA	3150106
20160407	3150112	MAB_BRA	3150112
20160407	3150117	MAB_BRA	3150117
20160407	3150118	MAB_BRA	3150118
20160407	3150121	MAB_BRA	3150121
20160407	3150124	MAB_BRA	3150124
20160407	3150129	MAB_BRA	3150129
20160407	3150134	MAB_BRA	3150134
20160407	3150138	MAB_BRA	3150138
20160407	3150139	MAB_BRA	3150139
20160407	3150144	MAB_BRA	3150144
20160407	3150146	MAB_BRA	3150146
20160407	3150151	MAB_BRA	3150151
20160407	3150165	MAB_BRA	3150165
20160407	3150169	MAB_BRA	3150169
20160407	3150171	MAB_BRA	3150171
20160407	3150177	MAB_BRA	3150177
20160407	3150179	MAB_BRA	3150179
20160407	3150182	MAB_BRA	3150182
20160407	3150183	MAB_BRA	3150183
20160407	3150187	MAB_BRA	3150187
20160407	3150190	MAB_BRA	3150190
20160407	3150191	MAB_BRA	3150191
20160407	3150196	MAB_BRA	3150196
20160407	3150200	MAB_BRA	3150200
20160407	3150201	MAB_BRA	3150201
20160407	3150203	MAB_BRA	3150203
20160407	3150205	MAB_BRA	3150205
20160407	3150209	MAB_BRA	3150209
20160407	3150213	MAB_BRA	3150213
20160407	3150214	MAB_BRA	3150214
20160407	3150220	MAB_BRA	3150220
20160407	3150221	MAB_BRA	3150221
20160407	3150222	MAB_BRA	3150222
20160407	3150228	MAB_BRA	3150228
20160407	3150230	MAB_BRA	3150230
20160407	3150233	MAB_BRA	3150233
20160407	3150234	MAB_BRA	3150234
20160407	3150236	MAB_BRA	3150236
20160407	3150238	MAB_BRA	3150238
20160407	3150244	MAB_BRA	3150244
20160407	3150246	MAB_BRA	3150246
20160407	3150249	MAB_BRA	3150249
20160407	3070128	MAB_BRA	3070128
20160407	3089583	MAB_BRA	3089583
20160407	3090153	MAB_BRA	3090153
20160407	3999160	MAB_BRA	3999160
20160407	3999222	MAB_BRA	3999222
20160407	3999228	MAB_BRA	3999228
20160407	3999230	MAB_BRA	3999230
20160407	3999242	MAB_BRA	3999242
20160407	3999248	MAB_BRA	3999248
20160407	3999250	MAB_BRA	3999250
20160407	3999251	MAB_BRA	3999251
20160407	3999252	MAB_BRA	3999252
20160407	3999255	MAB_BRA	3999255
20160407	3999256	MAB_BRA	3999256
20160407	3999258	MAB_BRA	3999258
20160407	2120066	MAB_BRA	2120066
20160407	2120072	MAB_BRA	2120072
20160407	2120086	MAB_BRA	2120086
20160407	2120088	MAB_BRA	2120088
20160407	2120089	MAB_BRA	2120089
20160407	2120122	MAB_BRA	2120122
20160407	2120123	MAB_BRA	2120123
20160407	2120129	MAB_BRA	2120129
20160407	2120135	MAB_BRA	2120135
20160407	2120136	MAB_BRA	2120136
20160407	2120138	MAB_BRA	2120138
20160407	2120157	MAB_BRA	2120157
20160407	2120176	MAB_BRA	2120176
20160407	2120177	MAB_BRA	2120177
20160407	3120002	MAB_BRA	3120002
20160407	3120003	MAB_BRA	3120003
20160407	3120008	MAB_BRA	3120008
20160407	3120019	MAB_BRA	3120019
20160407	3120030	MAB_BRA	3120030
20160407	3120036	MAB_BRA	3120036
20160407	3120038	MAB_BRA	3120038
20160407	3120039	MAB_BRA	3120039
20160407	3120041	MAB_BRA	3120041
20160407	3120047	MAB_BRA	3120047
20160407	3120051	MAB_BRA	3120051
20160407	3120054	MAB_BRA	3120054
